Tipo de Registro;Nº da Nota Fiscal Eletrônica;NFS-e Nacional;Chave de Acesso;Status da Nota Fiscal;Código de Verificação NF;Data da Emissão NFS-e/DSR-e;Tipo de RPS;Série do RPS;Número do RPS;Data Emissão do RPS;Indicador de CPF/CNPJ do Prestador;CPF/CNPJ do Prestador;Inscrição Municipal do Prestador;Inscrição Estadual do Prestador;Razão Social do Prestador;Nome Fantasia do Prestador;Tipo do Endereço do Prestador;Endereço do Prestador;Número do Endereço do Prestador;Complemento do Endereço do Prestador;Bairro do Prestador;Cidade do Prestador;UF do Prestador;CEP do Prestador;Telefone de Contato do Prestador;Email do Prestador;Indicador de CPF/CNPJ do Tomador;CPF/CNPJ do Tomador;Inscrição Municipal do Tomador;Inscrição Estadual do Tomador;Razão Social do Tomador;Tipo do Endereço do Tomador;Endereço do Tomador;Número do Endereço do Tomador;Complemento do Endereço do Tomador;Bairro do Tomador;Cidade do Tomador;UF do Tomador;CEP do Tomador;Telefone de Contato do Tomador;Email do Tomador;Tipo de Tributação de Serviços;Cidade de Prestação de Serviços;UF de Prestação de Serviços;Regime Especial de Tributação;Opção Pelo Simples;Incentivo_Cultural;Código de Atividade Federal;Código de Atividade Municipal;Alíquota;Valor dos Serviços;Valor das Deduções;Valor do Desconto Condicionado;Valor do Desconto Incondicionado;Valor COFINS;Valor CSLL;Valor INSS;Valor IRPJ;Valor PIS/PASEP;Valor de Outras Retenções Federais;Valor do ISS;Valor do Crédito;ISS Retido;Data de Cancelamento;Data de Competência;Nº da Guia;Data da Quitação da Guia vinculada;Lote;Código da Obra;ART;Nº Nota Fiscal Substituída;Nº Nota Fiscal Substituta;Valor Total Recebido;Discriminação dos Serviços;Exercício FG NFS-e/DR;Mês FG NFS-e/DR
20;;284;26116062212082912000139000000000028426064233643100;1;ADN;30/06/2026 15:51:59;0;70000;228;30/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;07.057.185/0001-10;004.078-4;;UNIMED MARANHAO DO SUL - COOPERATIVA DE TRABALHO MEDICO;;CEARA;701;;CENTRO;Imperatriz;MA;65901-610;;sac.intercambio@unimedmaranhaodosul.coop.br;01;Recife;PE;00;0;0;0421;8621601;2,00;2.250,08;0,00;0,00;0,00;67,50;104,63;0,00;33,75;14,63;0,00;45,00;0,00;0;;30/06/2026 ;4911004;10/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVICOS MEDICOS.|Período: 01/05 a 31/05/2026|DATA DE VENCIMENTO: 15/07/2026;HONORARIOS DE SERVICOS MEDICOS.|Período: 01/05 a 31/05/2026|DATA DE VENCIMENTO: 15/07/2026
20;;283;26116062212082912000139000000000028326062262823740;1;ADN;30/06/2026 14:08:59;0;70000;227;30/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;210,45;0,00;0,00;0,00;6,31;0,00;0,00;0,00;1,37;0,00;4,21;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
20;;282;26116062212082912000139000000000028226060034555147;1;ADN;30/06/2026 14:04:26;0;70000;226;30/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;207,24;0,00;0,00;0,00;6,22;0,00;0,00;0,00;1,35;0,00;4,14;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
20;;281;26116062212082912000139000000000028126061873737039;1;ADN;30/06/2026 14:00:30;0;70000;225;30/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;362,40;0,00;0,00;0,00;10,87;0,00;0,00;0,00;2,36;0,00;7,25;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
20;;280;26116062212082912000139000000000028026067731926970;1;ADN;30/06/2026 13:54:24;0;70000;224;30/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;11.658,08;0,00;0,00;0,00;349,74;0,00;0,00;0,00;75,78;0,00;233,16;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
20;;279;26116062212082912000139000000000027926065595479710;1;ADN;29/06/2026 13:19:46;0;70000;223;29/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;02.812.468/0001-06;592.010-8;;CENTRAL NACIONAL UNIMED COOPERATIVA CENTRAL;;R FREI CANECA;1355;AND 8 a 12 E 14 a 16;consolacao;São Paulo;SP;01307-003;;;01;Recife;PE;00;0;0;0421;8621601;2,00;12.558,54;0,00;0,00;0,00;376,76;583,97;0,00;188,38;81,63;0,00;251,17;0,00;0;;29/06/2026 ;4911004;10/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVICOS MEDICOS;HONORARIOS DE SERVICOS MEDICOS
20;;278;26116062212082912000139000000000027826063619958761;1;ADN;29/06/2026 13:15:45;0;70000;222;29/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;02.812.468/0001-06;592.010-8;;CENTRAL NACIONAL UNIMED COOPERATIVA CENTRAL;;R FREI CANECA;1355;AND 8 a 12 E 14 a 16;consolacao;São Paulo;SP;01307-003;;;01;Recife;PE;00;0;0;0421;8621601;2,00;3.246,60;0,00;0,00;0,00;97,40;150,97;0,00;48,70;21,10;0,00;64,93;0,00;0;;29/06/2026 ;4911004;10/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVICOS MEDICOS;HONORARIOS DE SERVICOS MEDICOS
20;;277;26116062212082912000139000000000027726068949951164;1;ADN;24/06/2026 16:25:03;0;70000;221;24/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;13.614,24;0,00;0,00;0,00;408,43;0,00;0,00;0,00;88,49;0,00;272,28;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
20;;276;26116062212082912000139000000000027626067654561720;1;ADN;24/06/2026 16:22:43;0;70000;220;24/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;22.962,67;0,00;0,00;0,00;688,88;0,00;0,00;0,00;149,26;0,00;459,25;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
20;;275;26116062212082912000139000000000027526061867223101;1;ADN;24/06/2026 16:19:21;0;70000;219;24/06/2026 ;2;12.082.912/0001-39;619.936-4;;RECIFE HOME CARE ASSISTÊNCIA MEDICA DOMICILIAR LTDA;;;RUA DOUTOR TAVARES CORREIA;198;;Imbiribeira;Recife;PE;51200-130;(11)3897230;fiscal@homedoctor.com.br;2;92.693.118/0036-90;072.836-5;;BRADESCO SAUDE S/A;;AV REPUBLICA DO LIBANO;251;SALA 2301 TORRE E / SALA 2301;Pina;Recife;PE;51110-160;8133017410;;01;Recife;PE;00;0;0;0421;8621601;2,00;1.166,36;0,00;0,00;0,00;34,99;0,00;0,00;0,00;7,58;0,00;23,33;0,00;1;;01/06/2026 ;4906809;09/07/2026 ;0;;;0;0;0,00;HONORARIOS DE SERVIÇOS MÉDICOS;HONORARIOS DE SERVIÇOS MÉDICOS
